id_text_a,text_a,kw_text_a,id_text_b,text_b,kw_text_b,label
438,臺南區農改場籲請農友注意水稻白葉枯病、稻熱病、臭腳銅與葉鞘腐敗病之發生與防治。臺南區農改場、防檢局及田邊好幫手關心您。,"['水稻', '葉鞘腐敗病', '白葉枯病', '臭腳銅']",1015,稻瘟蠢蠢欲動、防檢局籲請農友加強防範,['稻瘟'],like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",1076,氣候條件適合水稻葉稻瘟發生與蔓延，臺中區農業改良場籲請農民及時防治。臺中區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",986,"苗栗區農業改良場發佈水稻白葉枯病警報
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",261,中部地區氣候條件適合水稻葉稻瘟發生，籲請農民加強防治作業。臺中區農業改良場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",1127,中部地區一期稻作葉稻瘟發生警報,['稻瘟'],like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",476,"水稻白葉枯病警報
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",375,"水稻白葉枯病發生風險提高，請注意田間病徵，及早加強防範措施，避免產量損失。台南農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",121,"高雄場表示近日連續午後降雨，籲請農友注意防範水稻病蟲害
",['水稻'],like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",49,"苗栗地區發布水稻白葉枯病防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",759,"連日大雨，台南區農改場籲加強水稻白葉枯病防治
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",790,"颱風過後，台南農改場籲加強水稻白葉枯病防治
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",163,"降雨頻繁，高雄場籲請農友加強水稻白葉枯病防範。高雄區農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",911,"發佈水稻白葉枯病疫情警報
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",562,"請注意防治白葉枯病  確保水稻產量與品質
","[' ', ' ', ' ', '水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",235,水稻葉片已出現葉稻瘟初期病斑，籲請農民及時防治。臺中區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",129,"連日豪雨水稻白葉枯病易發生，請農友加強注意病徵，及時防範，避免損失。高雄農改場、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",242,近期氣候劇烈變化，復以間歇性降雨，籲請農友防治水稻葉稻瘟。臺中區農改場、防檢局及田間好幫手關心您。,"['水稻', '稻瘟']",like
344,早晚溫差大濕度高，臺南場籲請農友加強水稻稻瘟與白葉枯病防治。,"['水稻', '白葉枯病', '稻瘟']",95,"發布本(104)年度第二期作水稻白葉枯病發生預報。桃園區農改場、防檢局及田邊好幫手關心您。
","['水稻', '桃', '白葉枯病']",like
1382,稻瘟蠢蠢欲動，高雄區農業改良場籲請農友及早防範,['稻瘟'],1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",[],like
1382,稻瘟蠢蠢欲動，高雄區農業改良場籲請農友及早防範,['稻瘟'],940,發佈水稻葉稻瘟警報,"['水稻', '稻瘟']",like
1382,稻瘟蠢蠢欲動，高雄區農業改良場籲請農友及早防範,['稻瘟'],1369,請農友注意稻瘟防治工作,['稻瘟'],like
1382,稻瘟蠢蠢欲動，高雄區農業改良場籲請農友及早防範,['稻瘟'],921,發佈水稻葉稻瘟疫情警報,"['水稻', '稻瘟']",like
1382,稻瘟蠢蠢欲動，高雄區農業改良場籲請農友及早防範,['稻瘟'],949,桃園場發佈轄區內水稻葉稻瘟發生警報,"['水稻', '桃', '稻瘟']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",986,"苗栗區農業改良場發佈水稻白葉枯病警報
","['水稻', '白葉枯病']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
","['水稻', '白葉枯病']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",476,"水稻白葉枯病警報
","['水稻', '白葉枯病']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
","['水稻', '白葉枯病']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",911,"發佈水稻白葉枯病疫情警報
","['水稻', '白葉枯病']",like
984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
","['水稻', '白葉枯病']",562,"請注意防治白葉枯病  確保水稻產量與品質
","[' ', ' ', ' ', '水稻', '白葉枯病']",like
1271,"香蕉所籲請蕉農務必做好開花蕉株果房疏果、整梳及套袋工作，以提高蕉果品質。
",['香蕉'],179,"蘇迪勒強風豪雨後，籲請農友注意蔬果復育措施減少損失。高雄區農改場、防檢局及田邊好幫手關心您。
",[],like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",924,"二期作水稻已陸續完成插秧，請留意防治水稻水象鼻蟲
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",1049,發佈水稻螟蟲(鑽心蟲蟲、三化螟蟲)及水稻水象鼻蟲防治警報，苗栗場籲請農友注意防治,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",482,"水稻水象鼻蟲發生嚴重請農民加強防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",1054,苗栗地區發布水稻水象鼻蟲及螟蟲(鑽心蟲蟲、三化螟蟲)蟲害防治警報，苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",55,"苗栗地區發布水稻水象鼻蟲防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",44,苗栗地區發布水稻螟蟲(鑽心蟲、三化螟)防治警報，請農友注意防治。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '鑽心蟲', '三化螟', '螟蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",906,"發佈水稻水象鼻蟲疫情警報
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",805,"發佈水稻水象鼻蟲防治警報，苗栗場籲請農友參考警報內容注意防治。
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",484,發佈水稻鑽心蟲蟲警報,"['水稻', '鑽心蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",858,"水稻水象鼻蟲蠢蠢欲動，注意防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",480,"苗栗地區一期水稻栽培插秧期，請農民加強防治水稻水象鼻蟲
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
806,水稻水象鼻蟲及螟蟲(鑽心蟲、三化螟)已於田間發生，請加強防治措施，避免損失。,"['水稻', '水稻水象鼻蟲', '鑽心蟲', '三化螟', '象鼻蟲', '螟蟲']",556,"水稻插秧季節請留意水稻水象鼻蟲為害及防治
","['水稻', '水稻水象鼻蟲', '象鼻蟲']",like
1075,稻瘟現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],434,稻瘟普遍發生，籲請農友加強防治，臺南區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],like
1075,稻瘟現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],424,臺南區農改場籲請農友加強防治水稻稻瘟。臺南區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
1075,稻瘟現蹤，請農友注意防範。臺東區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],305,天氣陰晴不定，請農友加強稻瘟防治。臺東區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],like
103,桃園市及新竹縣部分鄉鎮區已發生葉稻瘟，為避免病害迅速蔓延，請農友適時防治。桃園區農改場、防檢局及田邊好幫手關心您。,"['桃', '稻瘟']",104,本場發布水稻葉稻瘟預警，籲請轄區農友注意適時防治。桃園區農業改良場、防檢局及田邊好幫手關心您。,"['水稻', '桃', '稻瘟']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1172,"發佈九十二∕九十三年度各蕉區葉部病害第三次防治情報
",[],like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1199,"請宣導蕉農繼續做好香蕉葉部病害(黑星病、葉斑病等) 防治工作，以確保香蕉產量、品質，請查照。
","[' ', ' ', ' ', '香蕉', '黑星病', '葉斑病']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1187,"發佈95／96年期各蕉區葉部病害第 1 次防治情報
","[' ', ' ', ' ']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1340,"近來氣候有利香蕉葉部病菌感染及漫延，請進入抽穗期蕉園，掌握時機做好防範工作，以免影響產量及品質。香蕉研究所、防檢局及田邊好幫手關心您。
",['香蕉'],like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1249,"籲請蕉農繼續注意加強香蕉葉部黑星病防治工作，俾確保提昇蕉株良好發育、蕉果品質及產量。
","['香蕉', '黑星病']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1180,"發佈 94／95 年期各蕉區葉部病害第 4 次防治情報
","[' ', ' ', ' ']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1230,"請蕉農繼續注意香蕉葉部黑星病防治工作，俾確保蕉株良好發育、蕉果品質及產量
","['香蕉', '黑星病']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1243,"請宣導蕉農加強香蕉黑星病防治作業，以確保香蕉良好之品質及產量。
","['香蕉', '黑星病']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1232,"籲請蕉農加強注意香蕉葉部黑星病防治作業，俾確保蕉株良好發育、蕉果品質及產量。
","['香蕉', '黑星病']",like
1190,"發佈95/96年期各蕉區葉部病害第 4 次防治情報，請  參考採行。
","[' ', ' ', ' ']",1207,"請宣導蕉農持續做好香蕉黑星病及葉斑病等葉部病害防治工作，以確保香蕉正常產量及品質
","['香蕉', '黑星病', '葉斑病']",like
923,注意防範蓮花薊馬、斜紋黑蟲疫情,"['蓮花', '黑蟲', '花薊馬', '黑蟲', '薊馬']",904,發佈蓮花茶黃薊馬蟲害發生疫情警報,"['蓮花', '茶', '茶黃薊馬', '薊馬']",like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1023,嘉義市已發現水稻稻瘟發生，籲請農友掌握防治時機。嘉義市政府、防檢局及田邊好幫手關心您,"['水稻', '稻瘟']",like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],188,花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻瘟影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1007,乍暖還寒，防檢局籲請農友加強防治稻瘟,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],289,連日降雨且溫差大濕度高，請農友加強防範穗稻瘟，避免產量損失。,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],817,本所近日監測縣內水稻田區，發現已有零星穗稻瘟發生，籲請提醒轄內農民加強穗稻瘟防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],893,稻瘟已零星發生，屏東縣政府籲請農友加強注意防範稻瘟，屏東縣政府、防檢局及田邊好幫手關心您。,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1010,提早入梅，請加強防範水稻稻瘟發生,"['水稻', '梅', '稻瘟']",like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],809,縣內已有零星稻瘟發生，籲請農友加強稻瘟防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],988,雨後適合稻瘟發生，請持續進行監測並指導農民防治,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1000,新聞稿-稻瘟進入好發季節，防檢局籲請農友加強防範,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1015,稻瘟蠢蠢欲動、防檢局籲請農友加強防範,['稻瘟'],like
1005,稻瘟進入好發季節，防檢局籲請農友加強防治,['稻瘟'],1041,籲請農友注意防治穗稻瘟。臺南市政府、防檢局及田邊好幫手關心您。,['稻瘟'],like
144,"高屏地區正值紅豆栽培期，高雄場籲請農友注意根腐病防治。高雄區農改場、防檢局及田邊好幫手關心您。
","['紅豆', '根腐病']",151,"大雨過後，高雄場籲請紅豆農友慎防根腐病。高雄區農改場，防檢局及田邊好幫手關心您。
","['紅豆', '根腐病']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],542,氣候持續溼熱，適合水稻白葉枯病、臭腳銅的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機,"['水稻', '白葉枯病', '臭腳銅']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],342,二期作為水稻葉尾蟲好發時期，臺南場籲請農友加強防治,"['水稻', '葉尾蟲']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],645,水稻縱葉尾蟲已開始發生，台南農改場提醒農友注意防治,"['水稻', '葉尾蟲']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],1114,"水稻葉尾蟲成蛾陸續羽化,籲請農民掌握防治時機","['水稻', '葉尾蟲']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],911,"發佈水稻白葉枯病疫情警報
","['水稻', '白葉枯病']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],936,發佈轄區水稻縱葉尾蟲害疫情警報,"['水稻', '葉尾蟲']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],562,"請注意防治白葉枯病  確保水稻產量與品質
","[' ', ' ', ' ', '水稻', '白葉枯病']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],442,"花蓮、宜蘭地區作物病蟲害疫情警報第3號
",[],like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],740,水稻縱葉尾蟲已開始發生　台南農改場提醒農友注意防治,"['水稻', '葉尾蟲']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],529,二期稻作瘤野螟及臭腳銅發生警報,['臭腳銅'],like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],628,正值水稻分蘗期，台南場請農友注意水稻臭腳銅防治工作,"['水稻', '臭腳銅']",like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],471,氣候高溫乾燥苗栗區農改場呼籲農友加強防治葉尾蟲,['葉尾蟲'],like
850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",[],530,水稻葉尾蟲成蛾陸續羽化，臺中區農業改良場籲請農民掌握成蛾發生盛期後7天進行防治,"['水稻', '葉尾蟲']",like
1088,一期稻作臭腳銅警報,['臭腳銅'],628,正值水稻分蘗期，台南場請農友注意水稻臭腳銅防治工作,"['水稻', '臭腳銅']",like
70,發布苗栗區水稻葉稻瘟防治警報。苗栗區農改場、防檢局及田邊好幫手關心您。,"['水稻', '稻瘟']",10,天氣多變溫差大，近山區及偏施氮肥田區稻瘟發病較為嚴重，籲請農友注意防治。花蓮區農改場、防檢局及田邊好幫手關心您。,['稻瘟'],like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",['果實蠅'],892,"果實蠅密度上升，屏東縣政府籲請農友加強果實蠅防治工作。屏東縣政府、防檢局及田邊好幫手關心您。
",['果實蠅'],like
899,"屏東縣枋寮鄉5月上旬監測果實蠅密度達紅燈警戒標準，請農民加強防治工作，以降低田間蟲害密度。屏東縣政府、防檢局及田邊好幫手關心您。
",['果實蠅'],191,夏季炎熱蟲害密度上升，提醒農友早日預防瓜仔蜂、東方果實蠅及斜紋夜蛾。花蓮防疫所、防檢局及田邊好幫手關心您。,"['瓜仔蜂', '果實蠅']",like
